,Player,POS,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
217,Mohamed Sanu,WR107,SF,4.0,0.0,1.3,17.0,0.0,5.7,0.0,0.0,0.0,55.0,3.4,32.8,560.0,39.0,338.8,3.0,0.2,2.0,0.0,1.0,0.5,75.7,5.2,45.3,draft,2021,FLEX
218,Trayveon Williams,RB75,CIN,107.0,27.3,54.7,455.0,119.8,234.7,3.0,0.7,1.5,31.0,7.5,15.9,254.0,53.3,125.2,1.0,0.3,0.6,0.2,3.0,1.6,94.9,24.0,45.1,draft,2021,FLEX
219,Bryan Edwards,WR108,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,22.0,24.0,363.6,286.4,337.3,2.0,1.8,1.9,0.1,0.1,0.1,48.2,39.2,45.0,draft,2021,FLEX
220,Tyler Conklin,TE38,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,26.0,29.4,359.4,274.0,308.5,3.3,2.0,2.4,0.0,0.2,0.1,55.5,39.4,44.9,draft,2021,FLEX
221,Amari Rodgers,WR109,GB,8.1,0.0,2.7,49.0,0.0,16.3,0.3,0.0,0.1,34.3,19.0,25.7,428.0,258.6,315.2,3.0,1.0,1.8,0.2,0.2,0.2,60.1,31.9,44.4,draft,2021,FLEX
222,Deonte Harris,WR110,NO,11.0,5.8,8.4,78.0,31.0,54.2,0.3,0.0,0.2,34.3,17.4,25.9,411.6,208.2,291.6,2.3,1.0,1.5,0.3,0.3,0.3,60.9,32.0,44.1,draft,2021,FLEX
223,Adam Humphries,WR111,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.7,31.5,419.0,288.1,343.5,2.0,1.4,1.6,0.1,0.1,0.1,53.9,37.5,43.9,draft,2021,FLEX
224,Kyle Juszczyk,RB76,SF,17.0,9.6,13.9,60.3,40.8,52.8,1.0,0.2,0.7,35.0,12.0,21.9,407.0,118.1,230.8,5.0,0.7,2.0,0.3,1.0,0.7,82.0,21.1,43.0,draft,2021,FLEX
225,DeeJay Dallas,RB77,SEA,97.0,11.1,46.7,372.0,47.8,186.3,3.0,0.3,1.6,32.0,5.2,14.5,243.0,36.9,107.1,2.0,0.0,0.7,0.2,1.0,0.6,91.5,12.1,41.9,draft,2021,FLEX
226,David Njoku,TE39,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.3,24.2,288.0,187.8,260.1,3.0,2.0,2.6,0.0,0.1,0.0,46.8,30.5,41.7,draft,2021,FLEX
227,Boston Scott,RB78,PHI,64.0,20.9,40.0,255.0,91.1,168.6,2.0,0.7,1.4,26.0,8.1,18.3,214.0,66.3,144.4,1.0,0.0,0.5,0.2,1.0,0.6,62.1,21.0,41.0,draft,2021,FLEX
228,Keke Coutee,WR112,HOU,2.0,0.0,0.7,11.0,0.0,3.7,1.0,0.0,0.3,48.0,16.1,27.6,586.0,176.1,324.4,3.0,0.9,1.7,0.2,4.0,2.1,83.7,22.6,40.9,draft,2021,FLEX
229,Byron Pringle,WR113,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,16.8,22.7,366.7,207.0,290.9,2.5,1.5,2.0,0.2,0.2,0.2,51.4,29.3,40.7,draft,2021,FLEX
230,Quintez Cephus,WR114,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,16.0,23.8,463.9,215.0,316.3,2.1,1.0,1.5,0.2,0.2,0.2,58.5,27.5,40.2,draft,2021,FLEX
231,Richie James,WR115,SF,3.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,37.0,8.5,23.1,700.0,120.9,356.4,2.0,0.7,1.4,0.2,4.0,2.1,82.0,15.7,40.0,draft,2021,FLEX
232,Travis Fulgham,WR116,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.6,23.0,382.0,133.5,297.7,2.1,0.8,1.6,0.1,0.1,0.1,50.2,18.0,39.4,draft,2021,FLEX
233,Jacob Hollister,TE40,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,13.2,29.1,451.0,121.2,263.8,4.0,1.4,2.3,0.1,1.0,0.6,69.1,20.3,39.2,draft,2021,FLEX
234,Dalton Schultz,TE41,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,26.7,401.0,137.3,277.5,3.0,1.0,2.1,0.2,1.0,0.6,58.1,19.8,39.1,draft,2021,FLEX
235,Jimmy Graham,TE42,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.1,22.6,288.0,175.7,235.4,3.0,1.7,2.6,0.0,0.2,0.1,46.8,27.6,38.7,draft,2021,FLEX
236,Benny Snell,RB79,PIT,94.0,20.1,62.5,330.0,82.5,232.0,3.0,0.6,1.8,10.2,4.0,7.0,73.8,25.0,48.3,0.4,0.0,0.2,0.3,1.0,0.7,53.5,16.8,38.6,draft,2021,FLEX
237,Mike Boone,RB80,DEN,65.0,32.1,48.0,344.0,144.0,228.2,3.0,0.9,1.8,11.0,2.0,6.4,81.0,8.0,43.2,0.4,0.0,0.1,0.1,1.0,0.6,53.2,23.7,37.5,draft,2021,FLEX
238,Scotty Miller,WR117,TB,2.1,0.0,1.4,11.9,0.0,7.7,0.2,0.0,0.1,24.0,11.9,17.0,365.0,148.3,245.3,3.0,1.0,1.8,0.1,0.1,0.1,54.5,22.5,36.5,draft,2021,FLEX
239,Samaje Perine,RB81,CIN,63.8,27.0,48.9,260.8,130.0,207.0,2.0,1.0,1.4,19.2,1.0,9.1,136.4,8.0,61.7,0.6,0.0,0.2,0.0,0.2,0.1,43.1,25.8,36.4,draft,2021,FLEX
240,Dyami Brown,WR118,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,12.0,19.7,397.5,161.0,273.6,2.1,1.0,1.5,0.1,0.1,0.1,52.2,22.1,36.2,draft,2021,FLEX
241,Geronimo Allison,WR119,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,11.6,25.3,421.7,130.7,276.2,2.2,0.7,1.4,0.1,0.1,0.1,54.0,16.8,36.0,draft,2021,FLEX
242,Isaiah McKenzie,WR120,BUF,12.7,0.0,5.7,62.3,0.0,28.4,0.5,0.0,0.2,23.0,12.2,18.9,266.0,123.2,200.7,3.0,1.0,1.9,0.1,0.1,0.1,44.6,21.1,35.5,draft,2021,FLEX
243,Tutu Atwell,WR121,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,15.0,21.2,366.4,185.0,275.7,1.7,1.0,1.4,0.2,0.2,0.2,46.5,24.5,35.3,draft,2021,FLEX
244,Peyton Barber,RB82,WAS,77.0,38.3,55.9,259.0,142.2,198.2,3.0,1.1,2.1,6.0,4.5,5.0,34.2,31.3,32.9,0.2,0.0,0.1,0.1,1.0,0.6,47.2,24.8,35.2,draft,2021,FLEX
245,Maxx Williams,TE43,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,15.0,21.1,289.5,191.0,235.3,2.2,1.7,2.0,0.0,0.2,0.1,41.5,29.9,35.1,draft,2021,FLEX
246,Nick Boyle,TE44,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.2,23.3,283.0,149.9,219.4,3.0,1.6,2.1,0.0,0.1,0.0,46.3,24.5,34.7,draft,2021,FLEX
247,Isaiah Coulter,WR122,HOU,2.0,0.0,1.0,8.0,0.0,4.0,0.0,0.0,0.0,34.0,0.7,17.3,534.0,8.9,271.5,3.0,0.0,1.5,1.0,1.0,1.0,72.2,1.2,34.5,draft,2021,FLEX
248,Auden Tate,WR123,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.5,20.5,306.0,219.9,260.0,1.7,1.0,1.4,0.1,0.1,0.1,40.6,31.0,34.3,draft,2021,FLEX
249,Matt Breida,RB83,BUF,95.0,19.9,43.6,414.0,87.4,189.3,2.0,0.4,1.0,24.0,3.0,9.6,190.0,26.0,76.7,1.0,0.0,0.4,0.2,2.0,1.1,78.4,18.8,32.7,draft,2021,FLEX
250,Brandon Bolden,RB84,NE,22.0,17.8,19.9,124.0,77.1,100.6,4.0,0.6,2.3,5.0,4.8,4.9,63.0,37.0,50.0,1.0,0.2,0.6,0.0,0.0,0.0,48.7,16.6,32.5,draft,2021,FLEX
251,Carlos Hyde,RB85,JAC,90.0,18.6,52.5,366.0,75.1,212.8,3.0,0.5,1.4,12.0,0.9,6.3,57.0,5.0,36.7,0.2,0.0,0.0,0.2,1.0,0.6,60.3,11.2,32.4,draft,2021,FLEX
252,Brian Hill,RB86,TEN,118.0,19.3,45.6,661.0,84.7,234.5,3.0,0.0,1.0,8.0,0.0,4.8,70.0,0.0,35.2,0.3,0.0,0.1,0.1,1.0,0.6,91.1,11.7,32.3,draft,2021,FLEX
253,Geoff Swaim,TE45,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.6,23.2,288.0,109.6,216.1,2.0,1.2,1.8,0.0,0.1,0.1,40.8,17.9,32.2,draft,2021,FLEX
254,Kyle Rudolph,TE46,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.0,22.9,291.0,109.9,212.4,3.0,0.9,1.8,0.0,0.1,0.1,47.1,16.4,31.8,draft,2021,FLEX
255,Javian Hawkins,RB87,ATL,46.0,46.0,46.0,189.5,189.5,189.5,1.5,1.5,1.5,4.6,4.6,4.6,35.4,35.4,35.4,0.1,0.1,0.1,0.2,0.2,0.2,31.7,31.7,31.6,draft,2021,FLEX
256,Drew Sample,TE47,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,17.0,24.5,393.0,161.3,231.8,2.0,1.0,1.4,0.1,1.0,0.6,51.3,22.5,30.5,draft,2021,FLEX
257,James O'Shaughnessy,TE48,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,18.4,24.2,322.6,177.3,238.7,1.7,0.0,1.0,0.0,0.2,0.1,42.3,18.5,29.9,draft,2021,FLEX
258,N'Keal Harry,WR124,NE,2.3,0.0,0.9,13.8,0.0,5.6,0.1,0.0,0.0,23.0,9.7,16.9,259.9,108.7,204.5,2.0,0.7,1.5,0.1,0.1,0.1,36.5,16.8,29.8,draft,2021,FLEX
259,Harrison Bryant,TE49,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,19.4,318.0,144.0,207.1,4.0,0.0,1.9,0.1,2.0,1.1,55.8,14.4,29.7,draft,2021,FLEX
260,Johnny Stanton,RB88,CLE,20.0,20.0,20.0,100.0,100.0,100.0,1.0,1.0,1.0,9.0,9.0,9.0,71.0,71.0,71.0,1.0,1.0,1.0,0.0,0.0,0.0,29.1,29.1,29.1,draft,2021,FLEX
261,Greg Ward,WR125,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,7.4,22.1,389.0,80.6,220.4,2.0,0.5,1.2,0.2,0.2,0.2,50.9,11.1,28.9,draft,2021,FLEX
262,Cameron Brate,TE50,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.7,20.5,276.0,92.1,192.5,2.5,0.9,1.6,0.0,0.1,0.0,39.6,14.2,28.7,draft,2021,FLEX
263,Darren Fells,TE51,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.4,18.2,280.0,128.1,188.5,3.0,1.0,1.6,0.0,0.1,0.0,46.0,18.7,28.3,draft,2021,FLEX
264,Foster Moreau,TE52,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,12.0,13.9,172.7,131.9,152.1,4.0,1.1,2.1,0.0,0.1,0.1,37.7,19.6,28.0,draft,2021,FLEX
265,Devin Duvernay,WR126,BAL,5.0,0.0,1.7,35.0,0.0,11.7,0.0,0.0,0.0,30.0,9.5,17.3,319.0,109.6,191.1,2.0,0.7,1.3,0.1,0.1,0.1,47.4,15.2,27.8,draft,2021,FLEX
266,Dez Fitzpatrick,WR127,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.7,15.4,275.0,125.6,200.3,1.0,1.0,1.0,0.1,0.1,0.1,33.5,18.4,25.9,draft,2021,FLEX
267,Albert Okwuegbunam,TE53,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.7,16.6,249.0,75.2,174.1,2.0,0.6,1.4,0.1,0.1,0.1,36.9,11.0,25.6,draft,2021,FLEX
268,Adam Shaheen,TE54,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,16.6,185.0,145.4,164.5,3.0,1.0,1.9,1.0,1.0,1.0,34.3,23.7,25.5,draft,2021,FLEX
269,Andre Roberts,WR128,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,195.0,195.0,195.0,1.0,1.0,1.0,0.0,0.0,0.0,25.5,25.5,25.5,draft,2021,FLEX
270,Larry Rountree,RB89,LAC,32.8,32.8,32.8,137.7,137.7,137.7,1.3,1.3,1.3,4.6,4.6,4.6,34.9,34.9,34.9,0.2,0.2,0.2,0.1,0.1,0.1,25.5,25.5,25.5,draft,2021,FLEX
271,Jalen Richard,RB90,LV,34.0,11.5,21.5,149.0,51.9,93.9,1.0,0.0,0.4,33.0,9.0,15.1,245.0,77.0,119.8,1.0,0.0,0.4,0.1,1.0,0.6,40.2,16.7,25.3,draft,2021,FLEX
272,Ryan Izzo,TE55,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.8,12.4,411.0,8.7,209.9,2.0,0.0,1.0,1.0,1.0,1.0,53.1,1.3,25.0,draft,2021,FLEX
273,Pat Freiermuth,TE56,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.6,19.9,396.0,43.8,179.7,3.0,0.4,1.3,0.1,1.0,0.5,57.6,6.7,24.9,draft,2021,FLEX
274,Jermar Jefferson,RB91,DET,33.0,26.9,29.9,133.0,111.6,122.3,1.0,0.7,0.9,12.0,6.9,9.4,88.0,51.7,69.9,0.2,0.0,0.1,0.1,0.1,0.1,28.1,21.7,24.7,draft,2021,FLEX
275,La'Mical Perine,RB92,NYJ,54.1,15.0,34.5,228.6,62.5,145.5,1.6,0.4,1.0,4.5,4.1,4.3,31.6,31.3,31.4,0.2,0.1,0.2,0.2,0.2,0.2,36.1,13.1,24.3,draft,2021,FLEX
276,Donte Moncrief,WR129,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,3.2,13.7,304.8,42.3,173.5,2.0,0.3,1.1,0.0,0.0,0.0,42.3,6.0,24.2,draft,2021,FLEX
277,Hunter Long,TE57,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.1,19.1,269.0,83.6,176.3,2.0,0.5,1.3,0.1,1.0,0.5,38.9,11.3,24.1,draft,2021,FLEX
278,Ian Thomas,TE58,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.6,18.0,272.0,67.9,159.2,3.0,0.4,1.3,0.0,0.1,0.0,45.2,9.2,23.5,draft,2021,FLEX
279,Elijah Mitchell,RB93,SF,35.0,18.9,26.9,170.0,79.4,124.7,1.0,0.6,0.8,7.6,4.0,5.8,59.8,45.0,52.4,0.3,0.0,0.2,0.0,0.1,0.1,27.5,19.4,23.5,draft,2021,FLEX
280,Collin Johnson,WR130,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.5,15.6,195.8,185.0,190.3,1.1,0.0,0.7,0.1,0.1,0.1,26.0,18.5,23.2,draft,2021,FLEX
281,Raymond Calais,RB94,LAR,25.9,25.2,25.6,110.8,104.8,107.8,1.4,0.8,1.1,6.9,4.4,5.7,55.3,33.2,44.2,0.3,0.3,0.3,0.1,0.1,0.1,25.4,20.4,23.0,draft,2021,FLEX
282,David Moore,WR131,CAR,3.7,0.0,1.2,23.3,0.0,7.8,0.1,0.0,0.0,23.0,1.3,11.6,322.0,16.0,160.8,2.0,0.2,1.0,0.1,0.1,0.1,44.2,2.3,22.7,draft,2021,FLEX
283,Kahale Warring,TE59,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,15.9,236.0,123.3,163.7,1.1,1.0,1.0,0.0,0.1,0.1,29.6,18.3,22.5,draft,2021,FLEX
284,Ryan Griffin,TE60,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.9,14.2,260.0,40.6,138.0,3.0,0.3,1.4,0.0,0.1,0.0,44.0,6.0,22.0,draft,2021,FLEX
285,Willie Snead,WR132,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,11.7,14.5,204.5,130.1,167.3,1.1,0.7,0.9,0.1,0.1,0.1,26.9,16.8,21.9,draft,2021,FLEX
286,Freddie Swain,WR133,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.5,12.4,189.0,131.8,155.9,1.1,1.0,1.0,0.1,0.1,0.1,24.9,19.2,21.6,draft,2021,FLEX
287,Marcedes Lewis,TE61,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.7,11.9,211.0,81.8,128.6,3.0,0.8,1.4,0.0,0.0,0.0,39.1,13.5,21.4,draft,2021,FLEX
288,Phillip Dorsett,WR134,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,7.3,12.8,217.4,93.6,155.5,1.4,0.6,1.0,0.0,0.0,0.0,29.6,12.6,21.2,draft,2021,FLEX
289,Olabisi Johnson,WR135,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.7,12.9,321.0,54.4,153.8,2.0,0.3,1.0,0.0,0.0,0.0,44.1,7.5,21.1,draft,2021,FLEX
290,Jacob Harris,TE62,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.2,12.6,188.0,125.7,156.8,1.0,0.8,0.9,0.0,0.1,0.0,24.8,17.3,21.1,draft,2021,FLEX
291,Chris Manhertz,TE63,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.9,15.5,266.0,29.9,153.2,2.0,0.2,1.0,0.0,0.1,0.0,35.1,4.4,21.0,draft,2021,FLEX
292,Pharaoh Brown,TE64,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,12.0,13.4,168.3,129.2,143.5,1.4,0.9,1.1,0.0,0.1,0.0,25.0,18.1,20.8,draft,2021,FLEX
293,Noah Gray,TE65,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.3,14.4,243.0,45.7,148.2,2.0,0.5,1.2,0.0,1.0,0.5,36.3,7.3,20.7,draft,2021,FLEX
294,Jaylen Samuels,RB95,PIT,32.9,15.4,24.1,138.4,63.8,101.1,0.8,0.4,0.6,10.6,5.2,7.9,72.4,32.8,52.6,0.4,0.3,0.3,0.1,0.1,0.1,23.0,18.1,20.6,draft,2021,FLEX
295,Matt Sokol,TE66,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,141.0,141.0,141.0,1.0,1.0,1.0,0.0,0.0,0.0,20.1,20.1,20.1,draft,2021,FLEX
296,Reggie Gilliam,RB96,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,78.0,78.0,78.0,2.0,2.0,2.0,0.0,0.0,0.0,19.8,19.8,19.8,draft,2021,FLEX
297,Chad Beebe,WR136,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,9.0,11.5,170.8,111.8,141.3,1.1,0.7,0.9,0.1,0.1,0.1,23.6,15.4,19.5,draft,2021,FLEX
298,Tyler Kroft,TE67,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.2,11.0,214.0,12.1,111.3,4.0,0.2,1.4,0.0,0.0,0.0,45.4,1.9,19.4,draft,2021,FLEX
299,Darrell Daniels,TE68,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.5,12.7,165.0,118.8,135.2,1.0,1.0,1.0,0.1,0.1,0.1,22.5,17.6,19.3,draft,2021,FLEX
300,Jace Sternberger,TE69,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.3,11.8,157.0,75.2,114.4,2.0,0.7,1.2,0.0,0.0,0.0,27.7,11.9,18.9,draft,2021,FLEX
301,Anthony McFarland,RB97,PIT,55.0,12.3,30.0,187.0,52.9,115.0,1.0,0.0,0.5,10.0,2.9,5.7,79.0,19.4,45.3,0.2,0.0,0.1,0.1,1.0,0.6,29.1,9.9,18.6,draft,2021,FLEX
302,Lynn Bowden,WR137,MIA,10.4,10.0,10.2,53.6,43.0,49.2,0.4,0.0,0.2,21.0,4.8,11.6,185.0,45.1,106.9,0.5,0.0,0.3,0.1,0.1,0.1,22.8,13.9,18.3,draft,2021,FLEX
303,Thaddeus Moss,TE70,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,122.0,122.0,122.0,1.0,1.0,1.0,0.0,0.0,0.0,18.2,18.2,18.2,draft,2021,FLEX
304,Jerick McKinnon,RB98,KC,27.0,17.6,21.4,128.0,72.3,94.7,0.7,0.0,0.4,9.6,5.1,6.9,75.3,35.0,49.5,0.4,0.0,0.2,0.1,0.1,0.1,21.2,16.3,18.2,draft,2021,FLEX
305,KeeSean Johnson,WR138,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.3,10.6,195.0,83.6,121.4,2.0,0.5,1.0,0.0,0.0,0.0,31.5,11.0,18.1,draft,2021,FLEX
306,Cam Sims,WR139,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.9,10.5,226.0,55.8,140.9,1.0,0.3,0.7,0.0,0.0,0.0,28.6,7.2,18.0,draft,2021,FLEX
307,Miles Boykin,WR140,BAL,2.4,0.0,0.8,14.7,0.0,4.9,0.1,0.0,0.0,17.0,5.7,9.6,235.0,75.5,129.0,1.0,0.6,0.7,0.1,0.1,0.1,29.5,11.1,18.0,draft,2021,FLEX
308,Jalen Hurd,WR141,SF,9.4,0.0,4.7,57.7,0.0,28.8,0.4,0.0,0.2,9.1,6.8,7.9,117.0,84.4,100.7,0.8,0.5,0.6,0.1,0.1,0.1,23.9,11.5,17.6,draft,2021,FLEX
309,Christian Blake,WR142,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,8.7,12.5,183.9,97.3,146.0,1.0,0.0,0.5,0.1,0.1,0.1,23.9,12.9,17.4,draft,2021,FLEX
310,Ray-Ray McCloud,WR143,PIT,3.8,2.1,3.0,26.7,10.7,18.7,0.1,0.0,0.1,14.1,8.9,11.5,145.3,83.4,114.3,0.8,0.6,0.7,0.2,0.2,0.2,22.2,12.7,17.4,draft,2021,FLEX
311,Anthony Schwartz,WR144,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,10.1,10.1,124.2,124.2,124.2,0.8,0.8,0.8,0.1,0.1,0.1,17.3,17.3,17.3,draft,2021,FLEX
312,Nick Vannett,TE71,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.6,11.0,149.0,90.5,118.6,1.0,0.8,0.9,0.1,0.1,0.1,20.9,13.8,17.2,draft,2021,FLEX
313,Hunter Bryant,TE72,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.8,10.4,159.0,86.5,122.8,1.0,0.6,0.8,0.0,0.0,0.0,21.9,12.3,17.2,draft,2021,FLEX
314,Devin Asiasi,TE73,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.7,10.4,305.0,7.0,117.1,3.0,0.0,1.1,0.0,1.0,0.5,48.5,1.1,17.1,draft,2021,FLEX
315,Kerryon Johnson,RB99,PHI,54.3,0.9,26.1,225.8,3.9,102.2,1.9,0.0,0.6,8.2,0.9,3.7,67.9,6.9,29.6,0.3,0.0,0.1,0.3,0.3,0.3,41.8,1.5,16.9,draft,2021,FLEX
316,Ross Dwelley,TE74,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.1,11.5,177.0,75.5,118.4,1.0,0.6,0.9,0.0,0.1,0.0,23.7,11.1,16.9,draft,2021,FLEX
317,Justice Hill,RB100,BAL,32.0,2.8,19.7,155.0,12.1,90.2,1.0,0.0,0.6,7.1,1.8,4.6,53.9,12.0,33.3,0.4,0.0,0.2,0.1,0.1,0.1,24.9,3.5,16.8,draft,2021,FLEX
318,Brycen Hopkins,TE75,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,8.0,12.4,167.6,82.0,126.5,1.1,0.0,0.7,0.0,0.1,0.1,23.1,8.2,16.7,draft,2021,FLEX
319,Ameer Abdullah,RB101,MIN,23.9,11.7,18.9,97.7,48.8,76.2,0.6,0.0,0.3,12.0,4.0,8.0,91.1,29.4,58.5,0.6,0.0,0.3,0.1,0.1,0.1,25.8,10.7,16.7,draft,2021,FLEX
320,Durham Smythe,TE76,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9,13.1,201.0,6.8,108.1,2.0,0.0,1.0,0.0,0.1,0.0,32.1,1.1,16.4,draft,2021,FLEX
321,Jeremy McNichols,RB102,TEN,36.0,1.2,21.8,161.0,5.2,96.9,1.0,0.0,0.5,7.8,0.9,4.7,57.9,5.3,31.6,0.4,0.0,0.1,0.0,0.1,0.1,26.9,1.5,16.3,draft,2021,FLEX
322,Eno Benjamin,RB103,ARI,34.0,4.7,22.8,156.0,20.1,97.7,1.2,0.0,0.6,6.6,0.9,3.4,50.6,6.5,27.0,0.2,0.0,0.1,0.0,0.2,0.1,26.2,3.6,16.2,draft,2021,FLEX
323,Derek Carrier,TE77,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,10.0,216.0,20.0,92.3,3.0,0.2,1.2,0.0,0.0,0.0,39.6,3.0,16.1,draft,2021,FLEX
324,Donovan Peoples-Jones,WR145,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.2,9.9,255.0,46.8,124.6,1.0,0.3,0.6,0.0,0.0,0.0,31.5,6.5,16.0,draft,2021,FLEX
325,Stephen Carlson,TE78,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.8,8.1,219.0,8.0,88.5,3.0,0.0,1.1,0.0,0.0,0.0,39.9,1.3,15.5,draft,2021,FLEX
