,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank,FPTS,%Drafted
85,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Diontae Johnson (15355932),Jets  (15356411),49900.0,118.82685714285714,153.2775714285714,199.00585714285717,327,86,202,615,66,138.73999999999998,43.73777777777778
86,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),49900.0,117.45671428571428,153.25885714285715,197.12485714285717,564,87,409,1060,163,120.69999999999999,28.39777777777778
87,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49800.0,117.1317142857143,153.24885714285716,197.11485714285718,625,88,411,1124,182,140.7,38.458888888888886
88,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49500.0,117.63885714285715,153.23457142857143,195.07485714285718,529,89,725,1343,271,137.89999999999998,44.559999999999995
89,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,121.53885714285715,153.2295714285714,199.49485714285717,66,90,150,306,18,123.09999999999998,37.95888888888888
90,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Mike Williams (15355946),Dolphins  (15356409),49900.0,119.83671428571431,153.21885714285713,198.9134285714286,185,91,211,487,43,124.5,32.33444444444444
91,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49900.0,119.56585714285713,153.1835714285714,192.61285714285717,218,92,1208,1518,340,124.42,39.92999999999999
92,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Adam Humphries (15356020),Cardinals  (15356396),50000.0,117.65671428571429,153.17885714285714,194.13485714285716,523,93,925,1541,348,143.9,28.401111111111113
93,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),50000.0,119.4267142857143,153.17885714285708,196.5734285714286,234,94,494,822,105,129.9,42.09555555555555
94,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),50000.0,117.08471428571428,153.1768571428571,200.0144285714286,633,95,104,832,109,132.64,57.154444444444444
95,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49500.0,122.97371428571431,153.15285714285716,191.60142857142856,17,96,1393,1506,331,99.82000000000001,43.03222222222222
96,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Adam Humphries (15356020),Cardinals  (15356396),49500.0,121.20371428571428,153.15285714285716,189.16285714285718,87,97,1781,1965,509,113.82,29.337777777777774
97,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Adam Humphries (15356020),Jets  (15356411),49500.0,119.92385714285713,153.14957142857142,193.79485714285718,172,98,1000,1270,235,142.0,32.50444444444444
98,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49800.0,122.04371428571429,153.14285714285714,190.2064285714286,43,99,1647,1789,443,89.41999999999999,28.894444444444446
99,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Diontae Johnson (15355932),Jets  (15356411),49900.0,121.85085714285714,153.09857142857143,191.33285714285716,54,100,1445,1599,377,128.51999999999998,27.87444444444444
100,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),Melvin Gordon III (15355634),Dolphins  (15356409),49500.0,121.6417142857143,153.09385714285713,196.7934285714286,62,101,455,618,67,132.29999999999998,41.30333333333332
101,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Diontae Johnson (15355932),Dolphins  (15356409),50000.0,119.36971428571428,153.09185714285712,198.7344285714286,245,102,224,571,57,136.73999999999998,45.09888888888889
102,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Jets  (15356411),49800.0,119.42885714285715,153.08457142857142,199.34485714285717,233,103,164,500,48,120.1,37.19777777777778
103,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49600.0,118.18171428571428,153.04885714285714,194.80342857142855,436,104,785,1325,259,135.89999999999998,45.92111111111111
104,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49900.0,122.0817142857143,153.04385714285712,199.2234285714286,42,105,180,327,24,121.09999999999998,39.31999999999999
105,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Adam Humphries (15356020),Chris Herndon (15356226),Amari Cooper (15355854),Jets  (15356411),49900.0,119.62885714285716,153.00457142857144,196.35485714285716,212,106,535,853,115,143.3,37.20111111111111
106,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,119.90171428571428,153.00385714285716,194.44485714285716,176,107,856,1139,190,140.49999999999997,35.38666666666666
107,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),50000.0,120.10871428571429,152.99785714285713,192.3414285714286,152,108,1259,1519,341,122.42,41.29111111111111
108,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Adam Humphries (15356020),Dolphins  (15356409),49600.0,120.46671428571429,152.96385714285714,193.52342857142855,127,109,1046,1282,237,140.0,33.86555555555555
109,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49500.0,119.06171428571429,152.92885714285714,196.87342857142858,292,110,442,844,113,135.5,38.28111111111111
110,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Diontae Johnson (15355932),Dolphins  (15356409),50000.0,122.39371428571428,152.91285714285715,191.0614285714286,33,111,1501,1645,394,126.52,29.23555555555555
111,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),T.Y. Hilton (15355876),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49800.0,120.0317142857143,152.90385714285716,194.58985714285717,157,112,830,1099,172,126.09999999999997,34.8911111111111
112,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49900.0,119.9717142857143,152.89885714285714,199.0734285714286,166,113,193,472,41,118.1,38.558888888888895
113,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49900.0,120.78171428571429,152.88385714285715,196.51485714285718,105,114,507,726,86,140.1,27.746666666666666
114,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49600.0,121.28885714285713,152.86957142857142,194.47485714285716,82,115,849,1046,160,137.29999999999998,33.84777777777777
115,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),Amari Cooper (15355854),Cardinals  (15356396),49900.0,122.48171428571429,152.84385714285716,197.53485714285716,28,116,355,499,47,136.89999999999998,39.54888888888888
116,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Adam Humphries (15356020),Chris Herndon (15356226),Amari Cooper (15355854),Dolphins  (15356409),50000.0,120.1717142857143,152.81885714285715,196.0834285714286,146,117,577,840,112,141.3,38.562222222222225
117,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),Amari Cooper (15355854),Jets  (15356411),50000.0,120.50585714285715,152.8135714285714,199.97285714285718,125,118,109,352,26,105.02000000000001,34.96666666666666
118,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Chris Herndon (15356226),Diontae Johnson (15355932),Cardinals  (15356396),49900.0,115.25971428571428,152.80685714285715,200.40585714285717,1050,119,84,1253,230,130.04,37.91888888888888
119,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49700.0,119.18585714285715,152.80357142857142,195.43285714285716,272,120,674,1066,166,127.82000000000001,44.449999999999996
120,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49900.0,118.56885714285713,152.7945714285714,193.46485714285717,367,121,1056,1544,350,130.3,39.74222222222222
121,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Adam Humphries (15356020),Jets  (15356411),49500.0,117.78385714285713,152.7845714285714,194.91485714285716,502,122,762,1386,283,144.5,39.02222222222221
122,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),49600.0,118.05971428571428,152.75185714285715,201.30585714285718,458,123,53,634,69,91.64,42.778888888888886
123,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Breshad Perriman (15355972),Jets  (15356411),49900.0,120.85385714285715,152.70957142857142,192.18485714285717,101,124,1293,1518,339,134.39999999999998,27.686666666666667
124,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49900.0,118.86885714285715,152.6945714285714,194.82985714285718,320,125,782,1227,222,109.09999999999998,38.24777777777777
125,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,121.83171428571428,152.68385714285714,194.20342857142862,55,126,912,1093,171,135.29999999999998,35.20888888888888
126,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Chris Herndon (15356226),Adam Humphries (15356020),Cardinals  (15356396),49500.0,116.35671428571429,152.67885714285714,195.19485714285716,775,127,709,1611,384,133.29999999999998,26.685555555555556
127,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49500.0,118.12671428571429,152.67885714285708,197.6334285714286,450,128,343,921,132,119.3,40.379999999999995
128,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49900.0,122.52885714285713,152.6595714285714,193.82985714285718,25,129,991,1145,193,128.7,33.63333333333333
129,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Amari Cooper (15355854),Dolphins  (15356409),49500.0,121.78671428571428,152.64385714285714,196.6334285714286,57,130,486,673,75,138.89999999999998,35.76555555555555
130,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,117.02085714285715,152.64357142857142,193.43285714285716,645,131,1065,1841,466,122.41999999999999,33.90555555555555
131,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49900.0,120.67171428571429,152.63385714285715,200.58485714285717,114,132,79,325,23,127.9,31.422222222222217
132,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Chris Herndon (15356226),Amari Cooper (15355854),Jets  (15356411),49800.0,117.23185714285715,152.63257142857142,202.62585714285717,609,133,22,764,94,129.44,46.71888888888888
133,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),Melvin Gordon III (15355634),Jets  (15356411),49600.0,121.17885714285713,152.61957142857142,198.54485714285718,88,134,239,461,38,125.1,37.523333333333326
